Molecule,TH2,TH4,TH5,TH7,TH1,TH3,TH6,TH8
SM 20:1,750649.4882,794736.3741,524863.4166,578395.9445,755945.3634,783733.983,770970.5357,646418.5408
SM 22:0,12333116.98,16058544.88,13865682.6,13017446.46,13172584.83,17234599.06,13574552.26,13460525.86
SM 22:1,4698433.39,5065031.347,4244601.396,3376947.318,4883381.365,6117663.649,4808677.088,3687005.027
SM 24:0,793977.4244,1524307.01,2162944.018,1442290.185,445051.3296,897244.5315,1002152.992,1630356.986
SM 24:1,1655538.818,2282682.802,3062987.901,2395788.898,1133714.642,1996144.077,2280423.324,3128725.103
SM 26:0,582105.3756,846169.2383,764053.8232,533333.0489,547792.0962,630902.936,469639.185,617600.5799
SM 26:1,1035.346775,1484.416763,2890.487268,1196.444384,837.0209398,1347.118696,1855.652983,2292.806981
CE 24:0,344.0379566,910.2692608,449.9874101,806.6585459,345.1598623,563.7223971,305.0321218,1074.798831
CE 22:6,3953.015264,2472.799023,2308.048236,2465.321316,2726.648492,5101.674682,3556.209011,8433.274542
CE 20:0,20351.43731,6640.698217,6862.136922,6252.558843,8083.046107,26613.39539,6323.428847,25312.9072
CE 20:1,6664.617403,3679.458118,3242.182788,2980.483154,2297.669759,4486.206586,2823.236643,9336.504649
CE 22:5,4484.419109,2119.058911,3308.012294,2781.255121,2086.417987,3958.817774,2109.209827,7529.639313
CE 14:0,4993.890649,3181.008932,2610.526076,3282.17911,1873.920309,2466.304511,2825.641836,5592.143619
CE 16:0,5766.243105,2273.463858,4579.52431,3014.628942,2447.047603,7267.062714,3730.594652,9778.04613
CE 16:1,11176.27773,7544.251447,7003.464438,5338.406171,5487.630812,14165.21973,6784.350052,18904.26421
CE 18:0,16680.62166,5771.300341,6608.727226,5663.312493,6407.922556,15261.91638,5700.177393,21436.90821
CE 18:1,18141.22969,11833.7563,13890.54629,9981.695103,8742.525642,13107.94785,10471.04308,36819.93561
CE 18:2,10167.64942,7584.508297,8682.212951,4811.430501,4678.485974,11509.84281,6209.492652,19704.37238
CE 18:3,2547.982405,1449.692936,2734.421575,1729.213028,1449.572321,6147.767613,1003.412021,7973.473434
CE 20:2,4139.80509,4027.132221,5139.567049,2744.045347,2462.184997,5204.372681,2865.559836,11593.10972
CE 20:3,3549.208385,2290.06535,2471.325512,2145.7159,1304.45433,3234.085215,2302.674512,5761.943687
CE 20:4,2332.830179,2520.789278,2842.482012,2787.52687,1811.164554,3615.19727,1965.90645,6939.316107
CE 20:5,5026.890371,2375.548872,2245.589,1711.86029,1894.308527,4761.355269,1828.964779,6442.359302
CE 22:2,2014.914817,476.5974354,1322.498749,841.3495837,908.3647467,600.7145208,280.4270604,3281.136977
CE 22:4,3393.857465,1502.471165,1432.361887,2038.450153,1598.445235,2963.685248,1448.149483,4442.170382
CE 24:1,2346.261261,759.4383191,1335.206934,2260.682994,317.0005286,3484.570536,2429.706099,3010.362312
CER 14:0,13730.35812,13865.87313,8309.518736,13974.67245,3826.149593,7727.744574,9459.327967,15020.39417
CER 16:0,908617.2478,1465572.087,982801.2405,1375390.41,344723.1819,476478.2463,586332.8106,1372818.371
CER 18:0,285086.8116,426672.9723,202848.8599,483333.5921,108027.3367,133586.7729,194397.991,442316.8763
CER 18:1,67293.60847,87342.58392,78749.23717,90749.42744,25564.44486,33429.50729,50300.90305,154795.3274
CER 20:0,222491.9411,595889.2883,312069.7304,428188.1898,122263.815,223396.6167,249021.0626,464334.6352
CER 20:1,80564.42357,142093.8987,113731.7247,141620.6292,48108.1871,82706.12849,79697.98207,216973.8056
CER 22:0,978346.9919,2615634.319,1559631.478,2401211.839,560713.2413,1197448.225,1123744.894,2215896.074
CER 22:1,731941.7484,1165148.837,1170725.589,1255974.455,316268.6567,498338.5226,580224.3868,1737130.481
CER 24:0,537870.488,1445517.146,963426.4119,1178219.457,207428.2169,372898.9553,459500.2276,1049950.186
CER 24:1,1305375.76,2932876.998,2094885.832,2818746.458,601818.6724,957180.3488,1141792.236,2691653.666
CER 26:0,25618.15448,48005.3612,49477.15654,45661.97691,9656.601313,29927.34539,28440.92751,117267.3605
CER 26:1,14751.64127,45164.13183,27995.79718,46462.85721,7986.894055,11631.6019,19528.19811,70084.78389
DCER 16:0,212224.1142,236640.8255,240273.4947,299590.0147,93848.17004,145881.8047,161823.9457,449904.2274
DCER 18:0,156661.6833,251511.6257,159398.7913,248437.8977,42980.27206,79488.54677,87639.49983,257183.2264
DCER 18:1,38142.22347,37624.04854,54093.02702,37059.87702,19385.31919,21876.37843,24704.45875,62439.30279
DCER 20:0,130993.6078,184085.4449,123775.3093,121163.7744,32146.01468,78132.77872,78997.22586,251855.2849
DCER 20:1,21920.1014,23702.21906,20568.53833,20887.26849,9083.770987,16624.10489,12958.88163,29314.07274
DCER 22:0,71991.09318,129058.9773,148592.9657,126471.6833,40549.67485,123820.9562,105344.6258,253109.8558
DCER 22:1,221257.8299,356925.4808,389373.4413,404987.1111,105355.6716,154554.8614,151225.6946,497729.0574
DCER 24:0,41360.34715,83225.11727,48202.76731,82993.61398,15276.64836,38082.06714,33287.18127,122131.1343
DCER 24:1,126933.6339,194114.5878,133305.1271,212260.8698,50462.05909,96826.70199,112303.2625,365421.3388
DCER 26:0,9756.219524,13240.54771,8484.661048,8797.289011,1746.882603,5776.764078,4046.176065,15784.24505
DCER 26:1,23270.91538,31965.64022,25865.58174,24235.15745,7914.328704,16901.45308,14873.27351,50305.67384
HCER 14:0,19952.18754,36492.10598,31108.71305,33985.40151,14383.91544,19312.75909,21469.90902,40936.91448
HCER 18:1,19394.84423,17605.59109,16511.87239,16070.86726,4869.288307,12658.96334,7808.673115,29310.23784
HCER 20:0,355598.8114,327737.6123,356962.5087,434938.6116,208099.9541,310091.387,387190.6484,914126.7995
HCER 22:0,999828.5355,981907.663,1061106.27,1314608.206,596006.7253,948653.9159,1241860.59,3215227.36
HCER 22:1,273525.9314,251470.5585,265534.1001,365827.1969,152279.8763,270590.2728,312855.3025,686127.6923
HCER 24:1,116192.5534,121471.8997,102224.4518,178526.3037,77432.26687,115137.7676,146137.4768,458759.9101
HCER 26:0,836903.3659,1137775.057,1414889.129,1073602.319,577601.2526,1813970.276,1463214.454,3107518.154
HCER 18:0/24:0,8059.747928,11490.81699,9902.15919,15503.67223,5765.064433,9623.041781,14158.22086,40877.98456
HCER 18:0/26:0,18265.31352,28916.54106,34445.55787,24741.43903,13521.43443,41450.69082,37864.76033,81414.90703
LCER 16:0,136798.8462,136750.5996,155441.2586,260057.9908,127584.7397,198098.5705,228912.4458,691795.121
LCER 18:0,47999.5274,40911.01086,62380.14929,66718.61104,37934.14425,92870.2445,75461.0412,246208.7439
LCER 18:1,37467.95708,39753.80503,46370.20658,61175.0654,32686.39574,92399.59709,66634.41559,206279.0161
LCER 20:0,76326.72172,60293.77678,94554.79084,121629.7801,49251.0971,116414.111,112220.7507,377026.0573
LCER 22:1,101860.7856,92026.98931,151163.2445,153189.1009,63700.53432,182499.8194,128687.637,489424.7633
LCER 24:0,1536.333353,1461.060727,2798.908708,2692.266837,1776.821221,1546.96591,1476.728532,3324.702343
LCER 24:1,296.7936532,363.8366427,1248.746746,1098.562267,68.19517618,538.3986033,1462.13455,1142.143787
TAG 15:0/18:1/15:0,888.4549649,1202.292725,1247.06813,1121.876507,422.2038764,1321.911663,840.8013243,2286.453298
TAG 40:0/16:0,10171.85039,6795.630145,4271.025233,5482.117837,4769.653235,7478.189435,6062.396868,10832.47023
TAG 42:1/14:0,9330.443116,13211.62435,6071.456802,8440.434978,5637.086871,6259.578917,5248.597334,16460.68961
TAG 42:1/16:0,37124.23994,50504.39135,24858.87541,39386.94622,29048.31973,31597.44141,26329.07039,56795.9702
TAG 42:1/18:1,16211.0701,20320.1381,10430.59902,16034.47332,17715.09714,13543.69698,11373.99305,32445.29304
TAG 42:2/18:2,9020.712372,10295.94993,5342.146497,7182.804962,12893.7517,9998.350752,7561.409218,14409.89059
TAG 44:2/18:2,40097.30395,50493.86587,30294.77253,36754.72543,53250.78433,36317.55458,25719.63789,76193.31792
TAG 44:3/18:2,13605.61577,17337.18165,13087.81828,14288.0088,11456.46031,15258.59473,10634.81499,26369.52115
TAG 45:0/16:0,90333.35899,41963.08322,24433.83902,34068.81748,45979.39892,40578.00133,33372.76232,98753.27441
TAG 46:2/18:1,83097.49907,115062.2995,78825.20015,88418.88695,61828.40974,59433.68562,59202.53666,188857.2761
TAG 48:0/16:0,64157.76525,55654.79252,41605.22104,89812.40374,41397.92092,48779.47132,51390.75313,148080.3111
TAG 48:1/16:1,60284.3669,71750.73316,46116.49505,83525.02692,33061.86984,38501.55319,51477.54086,145198.1676
TAG 48:2/16:1,136160.0389,187859.5062,103063.0128,198101.9996,76162.72534,94149.93615,109343.5107,326230.1392
TAG 48:2/18:2,31660.84774,42723.79039,28252.09408,38935.783,28177.61123,32295.60959,24393.67326,79370.00959
TAG 50:0/16:0,110111.6616,113614.3203,71755.01627,141194.9008,72336.93613,79960.08101,96261.91046,259541.3153
TAG 50:1/16:0,930854.9423,1118972.694,820670.2833,1521551.66,715644.4075,837994.0582,954572.2353,2789513.973
TAG 50:1/18:1,351259.0821,524237.9535,328808.35,598813.653,299681.1304,358601.6334,391740.5118,1216953.833
TAG 50:2/16:0,1237795.056,1665343.396,1075506.436,1780907.051,922771.5415,1188356.889,1230318.653,4014294.877
TAG 50:2/16:1,844534.5903,1247748,788003.5472,1114696.04,524941.1213,701890.5176,841518.2558,2540053.264
TAG 50:2/18:1,484106.6868,712701.0195,474003.4304,680012.1585,343644.569,364520.4601,436412.7615,1713986.865
TAG 50:2/18:2,219810.062,306951.0317,215219.5586,347771.3244,174462.5969,269341.4847,232148.6621,725110.5129
TAG 50:3/14:0,78483.97046,128577.1624,90337.79402,113071.5825,71084.09447,79827.80238,78032.42689,246323.2769
TAG 50:3/16:0,233338.5168,333134.9416,231007.5101,353377.8757,212811.7199,270662.5807,238174.4661,874872.2805
TAG 50:3/18:1,229876.8206,334428.6146,244411.8733,299860.7788,154255.12,176485.5028,208450.268,634473.9788
TAG 50:3/18:2,346699.7219,534516.7663,350872.0418,640248.8245,315678.8662,373823.811,370720.5143,1115305.666
TAG 50:4/16:1,80298.1541,113776.2508,92614.72212,140145.257,71481.32079,91039.70173,62402.67753,221570.7663
TAG 51:2/17:0,53714.48622,63738.58203,33625.98001,47825.44069,34980.44787,40002.11507,31357.02629,120727.6852
TAG 51:2/18:1,69060.38711,102488.9087,78172.87846,106998.5524,72672.52483,71141.08304,60820.5207,229805.2415
TAG 52:0/18:0,20704.46581,27882.3511,18153.67061,32486.55914,19178.02522,22174.14374,23278.45446,62832.62894
TAG 52:1/16:0,356926.0184,576296.4732,373391.9259,535348.9475,316560.1355,337582.1123,357651.458,1042206.064
TAG 52:1/18:0,164937.9455,267616.5934,193138.787,334379.2064,171822.4116,174403.3262,199887.3201,589946.6542
TAG 52:1/18:1,457425.9087,667057.3046,472305.5061,769279.8899,408027.019,435127.9561,508674.4413,1344863.439
TAG 52:2/16:0,1576262.327,2347381.212,1956583.999,3233277.753,1723393.274,2106194.624,1768993.007,4721631.543
TAG 52:2/16:1,115639.7317,179610.2076,154350.8261,166864.0899,90791.48199,114357.7517,131536.9126,348003.8666
TAG 52:2/18:0,134762.285,204898.7064,164680.8522,197357.5965,141132.1934,194196.1177,155561.9583,456176.7934
TAG 52:2/18:1,2982589.296,4232466.854,3351357.24,5032737.874,2785905.487,3074278.588,3604618.043,9636036.345
TAG 52:2/18:2,187675.5434,320762.4737,225026.6086,350675.5203,216809.0874,266901.1697,225282.1148,612989.6897
TAG 52:3/16:0,1183556.612,1982734.037,1655085.778,2646953.199,1660836.551,1829369.229,1188918.418,5124334.941
TAG 52:3/16:1,457513.8998,810698.2556,683633.3619,942403.9518,683441.8016,512089.566,497624.8681,1886193.916
TAG 52:3/18:1,1681868.891,2844166.881,2553299.331,3532706.685,1906952.138,2247425.706,1887941.869,7470756.37
TAG 52:3/18:2,1123887.112,1948083.672,1370161.384,1979211.371,1323428.493,1747860.432,1116703.362,5017966.388
TAG 52:4/16:0,407160.1675,811518.7529,685064.2722,771680.2764,526910.6622,735080.1626,465850.3782,1724678.385
TAG 52:4/16:1,281128.3742,514068.3537,563964.9598,636522.6149,344549.3272,507841.1668,346713.7113,1213146.973
TAG 52:4/18:1,361211.5873,521366.2421,518008.4461,607001.3166,361691.1833,476286.2884,353409.1626,1186401.079
TAG 52:4/18:2,727615.1983,1036573.253,998174.1846,1199434.654,757823.9882,1042539.289,644666.0056,2244008.721
TAG 52:4/18:3,187371.5977,264488.3611,227589.2358,266968.1149,172211.8457,237510.9599,180249.6743,532546.8989
TAG 52:5/16:0,26674.5288,45322.51006,56571.76346,63745.71649,43855.67522,60187.45494,25754.66126,124552.1266
TAG 52:5/16:1,86394.46328,123405.2128,119825.8564,145839.1967,88267.49565,108833.1608,75193.61141,262765.054
TAG 52:5/18:2,123619.6722,189670.6309,167987.0618,178614.5305,137429.0714,204196.2435,107763.6166,398586.8813
TAG 52:5/18:3,74975.28749,110521.2059,108971.2571,128267.6722,111906.5099,181005.3129,82574.40778,242292.0523
TAG 52:6/18:2,14971.95554,21669.80774,24886.75542,22438.41922,16349.06877,24623.81731,13991.65679,42992.79171
TAG 53:4/18:2,48317.26675,61790.56881,48832.00483,53806.13745,38372.88078,53899.1539,32431.35968,117207.5708
TAG 54:1/18:0,23409.19915,27110.17067,25506.88824,27608.36913,21443.76443,25279.50416,26364.79758,74064.92284
TAG 54:1/18:1,96940.36748,78532.46224,51938.54036,61086.03212,57564.6321,65604.54801,51112.03213,185481.8944
TAG 54:1/20:0,67494.50619,45273.26773,36931.985,52090.18968,47441.81678,62298.78775,41874.81726,140561.2215
TAG 54:2/18:0,106397.2454,154586.103,156847.8041,171957.6239,100702.0921,133299.8202,126091.1148,390659.0178
TAG 54:2/18:1,250085.3133,282793.7134,329287.8043,366843.5681,215204.322,266711.0022,246466.619,973459.8727
TAG 54:2/20:0,51137.88297,36843.96386,35720.11762,38824.55018,37047.57984,54551.98668,32007.68211,90782.82627
TAG 54:2/20:1,120612.6402,143713.2567,122775.4151,152941.5343,106271.6416,129390.8299,132390.1242,337321.8949
TAG 54:3/18:1,1163675.067,1804789.276,1937543.833,2016329.111,1094394.128,1403448.155,1343014.676,5232822.661
TAG 54:3/18:2,100363.4961,132477.0855,153905.5016,140100.0295,106915.482,137999.8294,93016.74647,392033.031
TAG 54:3/20:1,87860.4684,115991.8716,104461.4591,110731.3207,81849.02174,107170.3065,88291.31712,254642.3292
TAG 54:4/18:0,16765.01942,26069.15353,29760.68965,25897.72321,15704.50356,29204.20309,18441.64651,75590.04624
TAG 54:4/18:1,1511872.687,2219462.946,2457399.847,2205487.506,1337082.205,1862415.046,1554221.415,5490700.235
TAG 54:4/18:2,564735.2381,634330.7017,682227.7663,650035.5874,441167.3528,610266.8396,418100.3468,1538738.368
TAG 54:4/20:1,19862.15152,27293.94855,26430.87234,22622.38971,16570.67302,23295.48639,18309.02162,56337.72328
TAG 54:4/20:3,191549.4108,212269.8032,234182.6226,295511.3835,208388.1526,258050.9196,216456.2474,715319.4997
TAG 54:5/18:1,224038.2466,328433.6078,418577.9983,340830.4025,253678.0397,372479.8994,214698.4945,865545.427
TAG 54:5/18:2,278586.458,441594.3148,592530.4576,397208.5209,296606.2651,404915.8793,271916.4319,1121295.252
TAG 54:5/18:3,62181.75426,75036.91922,91756.69439,73422.89215,48152.79844,65824.78103,52507.86327,219030.9619
TAG 54:5/20:4,218700.2718,256981.9394,336030.3083,369610.8422,280414.2723,500844.264,236940.3698,1000679.624
TAG 54:6/16:0,71282.19973,79878.63225,102209.5403,136710.498,97450.89179,165588.2547,93903.13076,346724.2202
TAG 54:6/18:1,37032.48082,42578.56587,63352.49633,43493.05155,38985.8054,44423.54908,30347.73842,104483.4597
TAG 54:6/18:2,109324.6193,157430.3358,219791.0434,161810.6291,119217.7746,190760.5943,129540.1139,421751.1538
TAG 54:6/18:3,48456.40434,77797.94243,95161.62784,66282.73019,50730.4309,78192.72532,47321.68012,156791.9513
TAG 54:6/20:4,154309.7869,199868.5668,277757.8077,259069.7082,204482.777,367161.5092,197903.7354,671022.9503
TAG 54:6/20:5,37868.10453,49117.0253,49910.93566,61152.2264,43000.82225,81998.14726,50506.99673,157283.6659
TAG 54:7/18:3,12908.00765,20063.27225,27454.16128,18510.27204,12384.00692,25211.44047,10934.83809,42980.14936
TAG 54:7/20:4,37430.51146,57364.36179,82044.30068,64269.53341,49921.80009,102394.3764,54236.7227,157380.8528
TAG 54:7/20:5,33780.36372,45424.51443,44265.48465,45077.7554,33734.15121,70857.86159,39217.98474,104764.7817
TAG 54:8/20:4,935.6945306,781.5692552,2200.268489,1241.842513,845.5032397,1733.660027,1165.586533,2605.44458
TAG 56:2/20:0,20334.90117,21837.26265,24114.00858,24041.89553,15443.04837,25802.79933,20885.05522,63496.94084
TAG 56:3/18:1,105429.2481,134911.7681,162451.85,149570.7938,89809.46699,107645.6291,106972.451,405127.7591
TAG 56:4/18:1,122104.4509,131866.3349,188038.985,156747.0606,108491.9034,123461.5372,134619.3474,450304.7373
TAG 56:4/20:1,44452.71475,58048.90381,80005.48993,62044.86844,48804.83131,62447.96377,52449.86292,172691.2409
TAG 56:4/20:2,45295.60428,55205.39136,73178.75516,67477.5405,49089.44299,55821.34979,52161.63665,189107.2809
TAG 56:5/18:2,40357.3565,56005.19365,84380.87454,62107.96385,46631.26149,69844.22955,50793.29341,171057.0702
TAG 56:5/20:2,36141.45063,42283.90829,63181.48059,48845.28919,35039.4716,44186.4293,37288.8415,126493.4925
TAG 56:5/20:3,77183.43916,101344.4678,167901.2949,133341.8045,81158.03884,114967.6876,96013.25102,357854.0641
TAG 56:5/20:4,24629.49442,32607.25751,40820.08513,34072.07154,36621.80726,46571.8613,32075.22592,104372.2846
TAG 56:6/18:1,93178.28941,120090.3526,198379.2216,145928.9418,85266.01378,204799.1142,96872.85285,499450.5645
TAG 56:6/18:2,61326.9186,86059.73302,117558.6983,92555.3744,65682.03461,120746.315,68917.77381,273134.5291
TAG 56:6/18:3,5701.628045,7382.013875,12050.10531,8012.514039,5211.057839,9931.371678,5604.922776,23757.64646
TAG 56:6/22:5,87896.52132,121219.445,148276.9805,160375.8288,144945.3202,243386.4437,108328.014,482145.1778
TAG 56:6/22:6,27677.44696,31287.98961,40044.53169,56071.60387,33360.36644,93053.66838,39925.00438,136032.9621
TAG 56:7/18:1,81269.03316,90496.73325,144492.1605,165536.4967,93564.18269,238998.2203,108038.4114,388843.5791
TAG 56:7/20:3,18380.2495,19196.36263,36166.27175,24115.17931,17423.54393,33866.47399,16639.68423,71730.31484
TAG 56:7/20:4,62300.75275,71266.36852,200838.5756,109220.0079,74148.85842,164153.9479,94264.03775,306136.0089
TAG 56:7/20:5,13539.52821,13781.60869,21633.32814,16702.43158,17326.79844,25622.18537,14144.19241,46225.99838
TAG 56:7/22:5,103745.3904,123642.0801,180539.2348,166959.7073,127321.5521,252970.7781,114609.1673,364837.3539
TAG 56:7/22:6,155086.2181,233344.4457,304606.7812,412684.2938,195348.558,641198.132,269641.7295,839542.1234
TAG 56:8/20:4,17678.88203,26729.17775,50609.06034,29928.85487,17654.7021,50168.54265,17922.22946,76566.11957
TAG 56:8/20:5,9418.784324,12759.11423,19425.9382,13303.70162,7408.535805,21977.94921,10529.54974,35830.49669
TAG 56:8/22:6,137425.3182,190373.1172,265094.3816,254578.2469,129419.9703,562627.8344,183070.8935,643149.8278
TAG 58:10/20:4,19049.28039,22400.79626,30343.81878,39324.06764,27933.70687,70943.3926,26305.91292,101204.6317
TAG 58:8/22:6,61692.19594,72469.19713,146506.9246,111928.5431,62954.946,203130.3092,88077.3382,273829.9185
TAG 58:9/20:4,16311.54458,21096.29705,39582.73444,33489.24553,23743.29612,60671.79559,25151.60122,81722.0627
