Molecule,TH2,TH4,TH5,TH7,TH1,TH3,TH6,TH8
PG 20:0/22:4,998.7665606,408.8828602,668.1191352,653.463079,714.2569662,459.2132952,802.9276723,542.9973232
PG 20:0/22:5,827.3433693,976.5377588,565.6870565,929.8972687,1208.002392,930.7731073,651.5061822,1072.12989
PG 20:0/22:6,1317.065389,1385.338951,803.9144565,746.6188274,1371.630355,1586.209342,1436.614934,1093.570802
LPI 14:0,1097.557376,704.4990102,1290.22038,655.2595755,358.3879728,1252.662613,1206.097706,900.7270099
LPI 16:0,455969.9511,806748.2316,519571.5092,705077.4676,312676.3562,419519.7764,422927.5216,556832.2074
LPI 16:1,7081.4971,12945.86385,9836.228375,12259.70285,4189.658769,6361.325682,8642.600907,10236.56507
LPI 18:0,15549.07529,23979.00472,15895.42103,9574.898368,9332.9346,12286.20458,33291.91626,8483.489664
LPI 18:1,377877.4632,691246.5932,636925.1504,713220.782,260418.6206,372475.6034,438203.8354,505760.4991
LPI 18:2,73211.28847,161338.9981,114171.0405,170494.2984,58619.90317,80357.22049,91535.57559,136706.1519
LPI 18:3,3234.362635,3420.220764,2454.515491,20727.99216,2040.519525,2085.79086,2299.697479,22370.99158
LPI 20:0,4759.565798,14590.7719,24949.48072,7851.166791,4441.548744,12120.88162,8466.42218,8138.780112
LPI 20:1,5469.744553,6640.288988,7857.743433,5665.484121,3729.085185,2936.312005,5311.840124,4168.402772
LPI 20:2,106.4789552,117.6211016,113.8462225,117.0510379,56.91317271,212.2601001,469.7224593,238.5737952
LPI 20:3,234358.9304,550820.0968,292556.2214,456089.7378,154170.9218,216976.4341,266503.4456,323197.4314
LPI 20:4,962561.5806,2226876.158,1407762.566,1982371.208,766499.8002,1097997.465,1285995.722,1493536.744
LPI 20:5,1680.06122,2665.304049,1852.300443,2488.217856,1359.588247,2046.050031,1581.057142,2482.96594
LPI 22:4,266.6512958,160.2065576,84.06034191,151.663056,102.6912613,126.8199842,98.53609585,89.50936591
LPI 22:5,71.40507852,114.1088428,74.20708059,142.5665208,41.71368921,147.5235563,52.29628458,91.64644847
LPI 22:6,65.2584202,99.9940356,162.5778059,44.52004121,63.8412245,27.91424978,82.64344484,58.45979822
PI 15:0/18:1,29963.04035,49093.13863,38650.6509,50340.60842,30941.94031,37470.88954,39141.03832,48816.83847
PI 14:1/14:1,452.6815373,211.3599637,129.2403658,140.2527295,148.0739973,344.3457342,229.0765544,64.85515108
PI 14:0/14:0,528.4224127,581.9098637,641.1849171,680.8245874,498.547203,371.3299037,470.7405678,753.3643876
PI 14:0/18:1,1151.135884,1822.316149,2273.331107,1419.255008,1345.565436,1457.221543,1485.071969,1926.319134
PI 14:0/18:2,356.674167,139.8413886,211.0578879,232.615267,179.9910843,100.367211,164.173111,195.0527958
PI 14:0/18:3,168.4444896,168.2604325,331.5157811,79.42139086,155.1989448,124.746826,201.6771083,287.9628797
PI 14:0/20:1,68.59733657,150.9575798,48.76099075,207.0278056,237.0937403,166.4507445,163.636597,259.0137038
PI 14:0/20:2,157.0482108,242.5161894,370.5574998,269.3803736,435.398283,100.6275802,59.1812564,114.9058124
PI 14:0/20:3,103.9720578,117.1775325,119.9795551,62.61015197,69.6625021,89.05755607,59.32474174,64.00886905
PI 14:0/20:4,135.3175942,276.129316,143.5897326,315.362408,74.75981551,434.8337546,285.2722212,144.9899245
PI 14:0/20:5,49.45422831,338.2464207,112.4234606,29.58204151,62.01581905,76.89929891,62.06244673,259.5437195
PI 14:0/22:4,81.95639839,,,94.96380277,220.5406798,17.53721861,19.79970703,
PI 14:0/22:5,61.40479484,144.2594857,172.1305351,114.9434903,38.77422641,126.0359717,114.6472238,60.57188498
PI 14:0/22:6,,205.0381594,117.3291028,105.0954089,118.055841,40.91977524,339.9612431,203.3807767
PI 16:0/14:0,332.2612863,387.1786822,244.3231602,275.1501556,301.8237056,236.8692862,294.3965603,215.4564367
PI 16:0/16:0,511.2103931,720.2442932,3886.652903,481.7780298,447.0151194,1055.87621,3071.658939,1537.113482
PI 16:0/16:1,136.9093271,,157.315235,41.78840113,83.49233683,65.59631769,420.2830742,132.3008034
PI 16:0/18:0,7559.805427,1086.449227,14410.62205,4972.637948,740.7977969,9136.226728,7282.922757,11115.87162
PI 16:0/18:1,1469.706607,1932.09951,1864.087263,1608.13271,963.6729158,727.4565481,1938.401283,1428.096695
PI 16:0/18:2,5789.134949,6370.233862,6952.878958,3863.778777,4460.66828,6097.813487,6326.704204,5329.387424
PI 16:0/18:3,137.0137499,292.4618673,228.8505878,121.3440712,94.80672471,148.5938467,288.0606675,141.9712527
PI 16:0/20:1,2921.413935,5647.695466,5190.909447,4742.834809,4301.384896,3898.506331,3298.527241,6655.046379
PI 16:0/20:2,12219.73579,13454.199,9548.35661,12442.42081,6572.77532,7111.717846,7723.19943,12177.77835
PI 16:0/20:3,209.5486781,445.5536363,651.9764566,630.2820669,54.49006783,947.9095172,758.9555786,484.2321344
PI 16:0/20:4,295.435966,772.1001975,207.8749144,,178.3414313,400.7597889,717.6937703,393.971204
PI 16:0/20:5,287.1541813,531.2517081,231.7071517,218.4375866,265.6765169,522.0148118,324.7878966,389.9417699
PI 16:0/22:4,230.9036737,84.86425726,98.14024237,113.10565,31.61200234,95.95149635,326.3419815,190.3948492
PI 16:0/22:5,53.23187465,39.07717299,170.8295488,153.0287377,,220.2814971,176.1051496,113.0896042
PI 16:0/22:6,328.5043647,509.8533038,319.4126057,105.5866587,403.198705,283.4029234,253.3622163,204.3539211
PI 18:0/14:0,1165.522835,1443.630856,1258.828177,1302.978391,820.6706244,1324.475621,703.1287144,2276.386915
PI 18:0/16:1,76.71932404,320.1010043,500.3353431,247.5624616,443.8150171,286.3263299,517.896849,321.0559758
PI 18:0/18:0,575.3202761,824.6285808,1060.771205,1001.146637,490.5797512,1914.571115,1325.472439,6136.349552
PI 18:0/18:1,155954.7965,341872.5713,360444.7327,495266.0331,180140.2626,288483.1816,230152.1468,517442.9084
PI 18:0/18:2,7497.713874,15732.00565,4944.834829,3639.502852,698.6499518,8974.761789,34141.13603,17068.69682
PI 18:0/18:3,39.27302113,95.61225549,156.9775583,61.90106336,,240.6671302,160.2622883,73.25000117
PI 18:0/20:0,4158.357409,1922.541533,3830.464056,831.9444542,4332.523712,1268.288646,2440.061887,
PI 18:0/20:1,4677.47082,11501.17293,11556.80751,24802.372,6247.55629,9497.681035,14332.10509,17069.78747
PI 18:0/20:2,107959.3295,157114.6482,131886.5178,132262.8048,87423.21347,81384.32319,102264.3595,133150.5148
PI 18:0/20:3,109604.0329,163926.2005,157565.9211,97945.58036,387.0653327,141844.4423,615415.7802,380046.8881
PI 18:0/20:4,159371.9765,199026.8846,144228.4772,104880.5963,183.5250718,185499.6295,515234.9761,236177.768
PI 18:0/20:5,84.04642658,131.5651105,185.5737503,171.4771464,33.23474949,61.28574689,134.695765,166.2346762
PI 18:0/22:4,2622.558716,2333.005949,3260.160054,578.097239,,3247.221509,9841.631149,6707.034303
PI 18:0/22:5,383.2482125,1331.420696,912.2461537,839.7414432,55.78347469,895.4788021,1904.901114,600.3321156
PI 18:0/22:6,499.819469,1253.246166,262.526244,384.1784247,289.5605535,599.4143307,631.1914046,897.3642367
PI 18:1/16:1,412.8931864,339.7055964,395.7900408,214.2634217,136.691348,776.798396,113.6912181,664.2137266
PI 18:1/18:1,269810.3403,273881.8696,432526.5594,434251.981,289735.7552,261839.4694,399336.4674,437585.3221
PI 18:1/18:2,209.9963399,109.3369269,308.9433291,385.7104838,218.9759453,482.2899275,354.7158619,307.3059084
PI 18:1/18:3,21.91398923,56.29644253,75.09829295,43.12681092,,,80.98515162,82.93104936
PI 18:1/20:1,4582.373939,6818.438056,5788.69063,9559.312357,7032.374381,3718.698799,9589.17262,4450.217892
PI 18:1/20:2,314.3920282,295.1870678,539.9242241,542.1196309,185.9232822,375.8204433,708.1451575,498.9096655
PI 18:1/20:3,178.6894115,762.4158977,266.3148341,131.6956304,89.40253907,777.4226085,281.7880812,343.3093029
PI 18:1/20:4,147.3954859,266.0599838,358.7804061,189.4120958,145.5892777,783.6964205,653.6136199,277.2592566
PI 18:1/20:5,805.2720634,1244.386462,1626.965334,995.0189742,1010.438128,1009.514627,846.897272,850.2161189
PI 18:1/22:4,132.0728758,77.57189882,33.23556192,34.24327634,74.8037668,23.78704508,262.8875043,86.73875989
PI 18:1/22:5,,120.2615132,89.95978869,33.52670757,53.33707509,59.44824144,33.39684721,37.63582829
PI 18:1/22:6,56.29055034,,128.7574173,69.47526994,111.5881991,194.3691911,108.525579,69.46636317
PI 18:2/16:1,282.7396282,282.955257,334.6467993,132.1754329,343.532907,157.1972719,109.1283698,103.1987837
PI 18:2/18:2,169.5600542,196.9429138,596.1006166,260.0044485,222.8560302,156.4893063,202.1434243,284.2119855
PI 18:2/20:1,311.0688153,147.1047352,105.7943038,253.7864342,68.94921414,240.1499375,1245.605324,246.0063783
PI 18:2/20:2,,106.9125445,95.84981339,,140.4631223,84.82339319,169.9260709,135.189949
PI 18:2/20:3,769.2337075,517.591444,112.7001497,187.780459,229.9474974,221.690376,179.5251642,633.8839914
PI 18:2/20:4,432.7772527,275.0525569,89.82274727,226.1251758,,,,
PI 18:2/20:5,160.6169441,268.5803963,168.0913434,140.1769841,175.9790523,241.612926,202.850838,206.7069871
PI 18:2/22:5,262.4877744,313.7408589,303.4208033,456.6990939,186.9303513,215.4915643,206.550065,396.978724
PI 20:0/16:1,184.0899821,169.4992539,235.9243927,666.8996954,337.8574254,777.1813506,79.29004681,457.7106251
PI 20:0/18:1,284.8585734,1277.483159,,266.3082593,636.8676498,423.7831966,317.0360747,1357.475272
PI 20:0/18:2,149.9641756,97.46740703,156.6946541,307.5561274,184.5165647,,146.9227464,168.3612804
PI 20:0/18:3,191.5475407,64.61933509,127.798132,119.71131,76.78127629,144.2299114,212.9864269,71.02360998
PI 20:0/20:1,66.21277863,70.05118912,67.86312223,168.3012963,84.79797846,,64.99084619,26.98689234
PI 20:0/20:2,83.87663568,259.8094998,219.2624541,226.2153893,,37.2712883,168.0352054,32.33411381
PI 20:0/20:3,106.1124553,300.7124145,253.9526842,255.5167024,56.21423151,313.5347218,1113.518662,450.416538
PI 20:0/20:4,1453.639734,493.1204399,137.7532469,452.0567263,67.22860675,435.8481343,1649.877194,715.1533327
PI 20:0/20:5,146.1705777,243.4412564,168.6199618,133.0149713,117.5420567,199.7853145,260.0270458,151.1084619
PI 20:0/22:5,29.58693321,,40.1849841,,,141.7751809,62.08695348,72.84839859
PI 20:0/22:6,47.6477643,122.5171434,,58.42238324,191.0378577,,101.4012279,54.42521696
LPS 16:0,1618.493757,2175.679608,2332.821985,1623.138469,838.9682518,1250.444054,1456.087631,545.1502317
LPS 16:1,1552.486109,1626.08826,1219.744037,1094.732677,,1033.303401,438.7257821,
LPS 18:0,83804.59454,124074.5723,90220.44955,102594.1996,74763.86639,92539.17232,82225.83444,84940.31512
LPS 18:1,2652.142785,2777.409928,4159.113715,4211.741287,1520.754772,4086.468289,7018.524363,6061.990665
LPS 18:2,2188.218026,2594.542704,2035.149895,2155.166362,1096.178865,2369.164618,1961.055105,2548.374893
LPS 20:3,556.2303545,999.5772107,997.8951328,1129.850107,106.7046442,1570.137166,1385.776525,967.650121
LPS 20:4,5484.555614,7757.431002,6867.996553,7636.229822,681.6023255,5832.137506,9948.410652,6212.234347
LPS 22:4,737.6697794,1296.947044,430.9848661,507.3609731,345.8604869,509.1449155,1010.488534,914.6296205
PS 15:0/18:1,319.2081435,467.8578381,262.9217083,489.7568554,89.52101489,155.4073039,419.8765748,162.5847463
PS 14:1/14:1,147.7094075,396.1569311,234.2901709,275.2331291,201.3140428,188.743949,242.4165181,245.7770226
PS 14:0/14:0,,,95.36817564,,53.58922137,199.5143122,54.85820944,
PS 14:0/18:1,13733.80788,9981.15853,16589.59542,8396.476429,6720.756172,10351.8558,11409.2127,11413.88821
PS 14:0/18:2,11718.08363,11079.8104,17362.46096,7840.830853,7863.023387,10166.21321,8629.365237,10868.98988
PS 14:0/18:3,433.6432383,541.7059144,558.1985716,447.9505822,586.5329755,241.7847132,600.3462654,527.0759132
PS 14:0/20:1,3776.194459,3354.758869,4400.372926,2727.312408,2348.099549,3721.155925,3574.025598,3690.656588
PS 14:0/20:2,2267.537395,1137.411105,2909.653388,1232.932631,1316.193907,2023.429176,1623.135914,1316.995574
PS 14:0/20:3,12729.3516,5768.278574,13589.41154,6694.702706,6009.268173,11716.62695,9192.614258,10038.59236
PS 14:0/20:4,134217.7678,54723.53536,158794.6641,72255.9936,80082.80184,143565.1213,120619.3201,139204.9077
PS 14:0/20:5,2755.59145,2491.410259,3837.018093,2279.800109,1982.952329,2688.222321,2145.052301,3665.63319
PS 14:0/22:4,157822.6427,54420.37143,201232.1042,72740.23088,77394.15551,151428.374,169194.8052,201914.98
PS 14:0/22:5,46509.49545,16583.96141,54725.94432,21468.77187,25819.2313,36289.84581,42983.7405,47756.46122
PS 14:0/22:6,30215.94192,14729.54979,35108.00409,16133.55748,19086.25029,29265.48908,30083.76604,37860.46788
PS 16:0/14:0,1243.944723,1252.112004,1120.457392,780.8762669,655.5835512,1152.022871,992.7972871,1036.774594
PS 16:0/16:0,73971.44957,84624.29782,78224.50597,63730.46244,42796.42096,54845.25096,68684.58072,79164.37674
PS 16:0/16:1,286.7449251,385.5895834,262.3078061,179.6153608,101.2290882,254.6631793,131.1850173,276.6794724
PS 16:0/18:0,57534.79004,63511.18221,58969.5553,51133.29873,51763.20288,61345.14509,55286.92607,52967.20406
PS 16:0/18:1,1892.157764,4462.314479,3815.090142,1122.807727,2938.986535,2088.489609,2531.769356,2925.857809
PS 16:0/18:3,3329.269003,3826.502587,5961.471564,2952.531252,2912.112963,2966.743633,3188.255071,3758.342567
PS 16:0/20:1,33207.97001,39236.981,36838.78283,35065.12116,30390.05297,37403.65609,31923.97686,39093.64624
PS 16:0/20:2,1372.650607,252.6945385,1965.614925,527.4309343,853.8251911,482.8407874,2129.543497,919.3679412
PS 16:0/20:3,26741.18987,7760.100888,40286.9927,8811.69633,10660.85247,19436.90409,18583.08779,25604.32684
PS 16:0/20:4,326078.6212,112023.1197,529046.3983,137843.1112,172600.114,327797.361,299983.3725,399689.4834
PS 16:0/20:5,10271.62114,10091.77529,14812.60693,6678.413927,9417.002804,10885.14001,10070.8625,9776.641484
PS 16:0/22:4,177154.7581,39222.52345,235172.0933,62071.14758,73230.56117,146166.9985,136440.3187,208950.6479
PS 16:0/22:5,67852.5066,16263.54899,91344.6357,23654.49383,30621.06076,48178.9951,50051.89692,65092.61448
PS 16:0/22:6,53174.27972,16705.13886,63280.85573,20938.85574,27021.03482,41713.82964,42575.33023,62632.1038
PS 18:0/14:0,9101.268206,12158.5384,6817.444992,8630.943614,8209.731461,8072.161598,6702.048279,7586.414732
PS 18:0/16:1,281550.1389,262723.7895,206978.6785,224824.9052,208940.1506,283005.7243,236682.6187,216160.1021
PS 18:0/18:0,,3837.979545,6510.105179,1995.571457,5099.742489,,5719.786997,16146.43329
PS 18:0/18:1,4915896.359,6278099.016,5204215.662,5004635.242,4872546.494,6002852.676,5176817.185,5409279.366
PS 18:0/18:2,172354.6897,192994.4899,226177.0806,170792.6669,161294.2114,211242.7756,210362.2612,166617.4354
PS 18:0/18:3,111.6652944,161.2899458,,96.71103741,102.7323571,,111.4918936,74.31131757
PS 18:0/20:0,,,,,32486.41895,,,
PS 18:0/20:1,,100319.0761,186484.3328,195307.2763,62163.86636,72837.64345,161611.6861,195744.998
PS 18:0/20:2,153197.4131,163616.2501,191944.9836,158997.9601,125152.7916,156853.2138,143831.8036,154594.9742
PS 18:0/20:3,45511.4011,50083.24256,74967.42788,51974.25749,43043.76457,56534.29681,59000.4641,53245.31664
PS 18:0/20:4,7217.559182,8769.28805,2185.33092,3460.981768,,20771.71168,6388.172907,2838.203539
PS 18:0/20:5,153.8920565,215.9539744,262.7096215,172.2504551,,145.7063767,282.5769246,164.4436885
PS 18:0/22:4,1982.435662,2643.488605,3126.784673,1726.378153,435.6116965,995.0211577,3786.380536,2048.642455
PS 18:0/22:5,3289.946202,2129.914405,1373.105344,1918.603673,73.74468733,2892.829314,4674.676095,4763.94755
PS 18:0/22:6,111713.9876,175061.3345,215735.2978,221561.3793,291787.4953,177774.4784,127805.155,84101.2495
PS 18:1/16:1,19132.31248,23414.82434,48799.75085,23570.65856,21615.28854,30420.31153,25019.96799,34550.77577
PS 18:1/18:1,2485.446271,662.6321425,4916.350323,1027.04582,,,,
PS 18:1/18:2,867.2968388,1701.651392,4094.907737,1658.980481,1109.799742,1901.454288,1262.958331,1816.279744
PS 18:1/18:3,,208.9338517,358.93656,272.3616956,76.67418417,123.1508185,115.5791782,
PS 18:1/20:1,4240.510433,8272.757585,6608.508986,6934.552297,7362.908377,5610.179021,5084.793518,6141.110125
PS 18:1/20:2,61.20707704,185.2290436,142.0784117,212.2980729,135.1664853,444.397379,594.3581337,102.5157817
PS 18:1/20:3,563.2133406,518.7302794,343.3279352,695.4430225,384.8344606,955.4239414,,215.8731082
PS 18:1/20:4,1556.400716,,4316.396589,2278.84381,1964.263757,,2639.300535,2385.884014
PS 18:1/20:5,914.4898738,300.3350189,1379.989401,597.6834728,763.7323258,642.5537369,1003.981631,1229.203783
PS 18:1/22:4,151.223783,,327.7557947,211.3962566,89.8695757,103.969759,92.31433567,171.5989347
PS 18:1/22:5,123.9121522,350.7561738,616.0831649,42.55003783,183.9756798,248.4063397,128.7943583,197.8059071
PS 18:1/22:6,227.7195213,533.7421036,2803.213314,466.7852935,572.392541,368.8737615,840.2625652,
PS 18:2/16:1,139779.4416,167168.1185,270258.8377,135087.009,137518.0018,196894.2065,150108.0514,177177.0118
PS 18:2/18:2,2181.614744,2955.96076,5236.953709,1296.166582,1649.278769,1411.537401,1838.638598,2025.414871
PS 18:2/18:3,64.12407637,194.2673128,151.9372926,107.5072342,127.1566857,268.2921271,235.9582087,206.0101349
PS 18:2/20:1,391.4128594,343.3544905,614.7725667,86.46029178,398.677843,404.8131184,570.9524031,558.5107088
PS 18:2/20:2,251.8974481,72.68859611,312.1172372,278.4350515,317.8418722,289.4553425,202.7422404,229.5425383
PS 18:2/20:3,657.4846646,984.2144376,1724.778039,1891.340598,1458.01698,1619.517642,423.5607592,1549.788584
PS 18:2/20:4,,1569.029295,7522.678376,2222.873783,946.09695,2646.414012,2245.841733,2953.036918
PS 18:2/20:5,605.5541196,451.2970054,1257.671521,579.6359557,972.5714827,527.3946849,414.2817662,665.1890762
PS 18:2/22:4,,74.26794778,231.9487557,134.8397893,135.1243215,,,65.92069341
PS 18:2/22:5,18.0446108,456.9264775,137.7932281,369.3279002,102.675181,110.9240056,318.7246846,539.9119526
PS 18:2/22:6,426.0960803,1475.375038,1521.455352,265.8803994,1055.811853,1260.970721,1401.005602,1283.686865
PS 20:0/16:1,147320.088,159787.1392,108637.2074,109348.0432,80385.45106,129810.122,119956.5477,109270.4577
PS 20:0/18:1,64996.67031,,6085.449322,4854.625077,85738.10635,,6294.21582,
PS 20:0/18:2,729.8113064,628.6036446,1883.485836,900.9442274,,966.9019005,2749.404781,891.7789379
PS 20:0/18:3,100.529796,93.74224146,432.8742301,113.5784046,112.5965958,223.9313641,151.6817937,224.9502884
PS 20:0/20:1,240.6075196,429.9454903,283.5228716,111.8695507,335.5273788,310.3573748,,401.5087904
PS 20:0/20:2,244.8965325,166.5775411,63.32489435,166.5482591,211.2087595,145.5261985,109.0406283,509.9951981
PS 20:0/20:3,934.5732087,1392.068719,2131.659332,1507.119697,530.9196935,1617.125693,1281.578283,1190.590577
PS 20:0/20:4,7310.014637,11575.62948,16803.93406,9519.936323,8503.895265,20174.32477,16768.32528,16616.99611
PS 20:0/20:5,154.0489764,772.9844199,1276.97923,264.0724054,327.6691871,791.5976036,387.4140015,378.1162648
PS 20:0/22:4,58.95587899,47.43909682,373.8700152,142.1498241,29.05262714,39.07757278,133.3631643,229.0018835
PS 20:0/22:5,376.5974736,120.5858448,362.2108841,407.6494835,170.4184433,285.858111,374.2727472,273.4966194
PS 20:0/22:6,157.7059284,1641.539308,537.6882758,493.2250468,115.707417,1177.937746,348.4458997,395.3766022